shape,timestamps,TRIP_ID,CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,DAY_TYPE,MISSING_DATA
"LINESTRING (-8.611605 41.1381, -8.611839 41.138028, -8.611191 41.138163, -8.610147 41.138622, -8.609544 41.138973, -8.609175 41.139153, -8.609472 41.140062, -8.609679 41.14071, -8.61012 41.140962, -8.610471 41.14116, -8.613243 41.141547, -8.614116 41.141205, -8.614521 41.141628, -8.614233 41.142573, -8.613396 41.143338, -8.612838 41.143761, -8.612523 41.143995, -8.611848 41.144481, -8.611839 41.144445, -8.611857 41.144436, -8.611353 41.144841, -8.610831 41.145471, -8.610786 41.14584, -8.610291 41.146272, -8.609472 41.146758, -8.609049 41.14683, -8.608824 41.147208, -8.608734 41.147244, -8.608716 41.147226, -8.608734 41.147235, -8.609319 41.147469, -8.610471 41.147775, -8.610543 41.147802, -8.610543 41.147811, -8.610894 41.148009, -8.610561 41.148981, -8.610552 41.149008, -8.610543 41.149044, -8.610183 41.149962, -8.610093 41.1507, -8.609877 41.15097, -8.609481 41.151546, -8.609976 41.15241, -8.609958 41.153337, -8.609571 41.154345, -8.609085 41.155191, -8.607924 41.155173, -8.607636 41.154957, -8.607735 41.154246, -8.607762 41.153796, -8.608005 41.153589, -8.608095 41.153598, -8.608113 41.153598, -8.608104 41.153607)","1412616687, 1412616702, 1412616717, 1412616732, 1412616747, 1412616762, 1412616777, 1412616792, 1412616807, 1412616822, 1412616837, 1412616852, 1412616867, 1412616882, 1412616897, 1412616912, 1412616927, 1412616942, 1412616957, 1412616972, 1412616987, 1412617002, 1412617017, 1412617032, 1412617047, 1412617062, 1412617077, 1412617092, 1412617107, 1412617122, 1412617137, 1412617152, 1412617167, 1412617182, 1412617197, 1412617212, 1412617227, 1412617242, 1412617257, 1412617272, 1412617287, 1412617302, 1412617317, 1412617332, 1412617347, 1412617362, 1412617377, 1412617392, 1412617407, 1412617422, 1412617437, 1412617452, 1412617467, 1412617482",T231,C,NA,NA,20000144,A,False
"LINESTRING (-8.606304 41.144544, -8.606466 41.144598, -8.606583 41.144652, -8.607069 41.144913)","1412617453, 1412617468, 1412617483, 1412617498",T232,B,NA,9,20000900,A,False
"LINESTRING (-8.609463 41.177223, -8.609364 41.177277, -8.609319 41.177295, -8.608302 41.17698, -8.60805 41.176629, -8.608401 41.175639, -8.607861 41.175279, -8.606574 41.174775, -8.606043 41.17419, -8.606025 41.174199, -8.605908 41.173839, -8.605233 41.17248, -8.604549 41.171463, -8.604738 41.171256, -8.604999 41.170932, -8.606205 41.169438, -8.606538 41.167953, -8.606547 41.166972, -8.606565 41.166909, -8.606583 41.166873, -8.607141 41.166468, -8.607546 41.165784, -8.608437 41.165469, -8.608482 41.164803, -8.608482 41.164812, -8.608491 41.164515, -8.608923 41.163138, -8.609049 41.162814, -8.609175 41.162715, -8.609463 41.161941, -8.609823 41.160888)","1412617036, 1412617051, 1412617066, 1412617081, 1412617096, 1412617111, 1412617126, 1412617141, 1412617156, 1412617171, 1412617186, 1412617201, 1412617216, 1412617231, 1412617246, 1412617261, 1412617276, 1412617291, 1412617306, 1412617321, 1412617336, 1412617351, 1412617366, 1412617381, 1412617396, 1412617411, 1412617426, 1412617441, 1412617456, 1412617471, 1412617486",T233,B,NA,1,20000167,A,False
"LINESTRING (-8.624097 41.148198, -8.624079 41.148198, -8.624079 41.148216, -8.624079 41.148225, -8.624088 41.148234, -8.624097 41.148243, -8.624097 41.148243, -8.624097 41.148234, -8.624097 41.148234, -8.624097 41.148216, -8.624106 41.148216, -8.624115 41.148207, -8.624385 41.148324, -8.625474 41.148873, -8.625681 41.149854, -8.625852 41.151015, -8.625816 41.151726, -8.625969 41.152374)","1412617234, 1412617249, 1412617264, 1412617279, 1412617294, 1412617309, 1412617324, 1412617339, 1412617354, 1412617369, 1412617384, 1412617399, 1412617414, 1412617429, 1412617444, 1412617459, 1412617474, 1412617489",T234,C,NA,NA,20000668,A,False
"LINESTRING (-8.673732 41.149638, -8.673732 41.149683, -8.673723 41.149692, -8.673723 41.149647, -8.673732 41.14962, -8.673732 41.149638, -8.673714 41.149629, -8.673714 41.149593, -8.673723 41.149593, -8.673723 41.149602, -8.673723 41.149602, -8.673732 41.149593, -8.673624 41.149557, -8.67321 41.14926, -8.672382 41.149008, -8.670339 41.148648, -8.668179 41.147811, -8.6661 41.147613, -8.664003 41.147982, -8.661825 41.147586, -8.661465 41.147496, -8.659557 41.14692)","1412617182, 1412617197, 1412617212, 1412617227, 1412617242, 1412617257, 1412617272, 1412617287, 1412617302, 1412617317, 1412617332, 1412617347, 1412617362, 1412617377, 1412617392, 1412617407, 1412617422, 1412617437, 1412617452, 1412617467, 1412617482, 1412617497",T235,A,2002,NA,20000454,A,False
"LINESTRING (-8.61075 41.145714, -8.610669 41.146011, -8.609499 41.146767)","1414814368, 1414814383, 1414814398",T236,B,NA,57,20000252,A,False
"LINESTRING (-8.61786 41.151942, -8.617833 41.151492, -8.619642 41.151078, -8.620956 41.150727, -8.620956 41.150754, -8.621109 41.151222, -8.620758 41.152455, -8.620767 41.152482, -8.620821 41.152887, -8.620956 41.154732, -8.620218 41.155128, -8.618643 41.155182, -8.615862 41.154651, -8.613306 41.154102, -8.612163 41.153742, -8.612055 41.155137, -8.611803 41.156856, -8.610273 41.157243, -8.610156 41.157243, -8.609805 41.157306, -8.607492 41.157612, -8.606466 41.158602, -8.605431 41.15898, -8.604531 41.159349)","1414814046, 1414814061, 1414814076, 1414814091, 1414814106, 1414814121, 1414814136, 1414814151, 1414814166, 1414814181, 1414814196, 1414814211, 1414814226, 1414814241, 1414814256, 1414814271, 1414814286, 1414814301, 1414814316, 1414814331, 1414814346, 1414814361, 1414814376, 1414814391",T237,C,NA,NA,20000304,A,False
"LINESTRING (-8.610777 41.145597, -8.610489 41.146119, -8.609013 41.147028, -8.608185 41.148315, -8.607123 41.148558, -8.605611 41.148243, -8.604108 41.147739, -8.603991 41.147478, -8.604162 41.146587, -8.604828 41.145939, -8.604621 41.145408, -8.604531 41.145336, -8.604621 41.145282, -8.604756 41.144301, -8.604837 41.14413, -8.603118 41.143392, -8.60193 41.141925, -8.601309 41.139135, -8.602128 41.136264, -8.600931 41.13351, -8.597223 41.131656, -8.597484 41.130153, -8.598015 41.128173, -8.598456 41.125725, -8.598492 41.124276, -8.599338 41.121657, -8.60112 41.120406, -8.599203 41.119704, -8.596422 41.117976, -8.59329 41.115834, -8.589789 41.113719, -8.588313 41.113557, -8.588205 41.114232, -8.587935 41.116176, -8.586891 41.118534, -8.585766 41.12046)","1414813869, 1414813884, 1414813899, 1414813914, 1414813929, 1414813944, 1414813959, 1414813974, 1414813989, 1414814004, 1414814019, 1414814034, 1414814049, 1414814064, 1414814079, 1414814094, 1414814109, 1414814124, 1414814139, 1414814154, 1414814169, 1414814184, 1414814199, 1414814214, 1414814229, 1414814244, 1414814259, 1414814274, 1414814289, 1414814304, 1414814319, 1414814334, 1414814349, 1414814364, 1414814379, 1414814394",T238,B,NA,57,20000554,A,False
"LINESTRING (-8.612478 41.146029, -8.612505 41.14602, -8.611695 41.146065, -8.611047 41.147127, -8.610966 41.147649, -8.610984 41.147667, -8.61093 41.147928, -8.610327 41.149539, -8.610039 41.150646, -8.610021 41.150628, -8.61003 41.150619, -8.609499 41.151267, -8.609814 41.151906, -8.609931 41.153301, -8.609778 41.154318, -8.609427 41.156307, -8.609211 41.157432, -8.608518 41.15889, -8.607483 41.16087, -8.606358 41.164875, -8.606475 41.167845, -8.605512 41.170239, -8.60499 41.170887, -8.604576 41.171382, -8.60535 41.17293, -8.60814 41.173569, -8.611767 41.174541, -8.616492 41.1741, -8.621505 41.173569, -8.62605 41.173119, -8.631279 41.172237, -8.635788 41.171256, -8.639802 41.16906, -8.642943 41.168214, -8.643312 41.169537, -8.642304 41.170743, -8.644185 41.170689, -8.646453 41.172507)","1414813836, 1414813851, 1414813866, 1414813881, 1414813896, 1414813911, 1414813926, 1414813941, 1414813956, 1414813971, 1414813986, 1414814001, 1414814016, 1414814031, 1414814046, 1414814061, 1414814076, 1414814091, 1414814106, 1414814121, 1414814136, 1414814151, 1414814166, 1414814181, 1414814196, 1414814211, 1414814226, 1414814241, 1414814256, 1414814271, 1414814286, 1414814301, 1414814316, 1414814331, 1414814346, 1414814361, 1414814376, 1414814391",T239,C,NA,NA,20000112,A,False
"LINESTRING (-8.612802 41.148279, -8.61309 41.148279, -8.614098 41.148423, -8.614206 41.148378, -8.614674 41.147577, -8.614782 41.147334, -8.615583 41.147208, -8.616978 41.147235, -8.618013 41.147739, -8.618886 41.148675, -8.619948 41.147865, -8.621325 41.147487, -8.622576 41.147784, -8.622621 41.147775, -8.623305 41.147973, -8.624925 41.148459, -8.625384 41.14881, -8.62578 41.15079, -8.62605 41.15214, -8.626212 41.15259, -8.628228 41.152419, -8.631054 41.152608, -8.634348 41.152455, -8.637759 41.152851, -8.641467 41.153787, -8.64405 41.154597, -8.646696 41.154264, -8.649387 41.154147, -8.650917 41.153175, -8.653014 41.152059, -8.653995 41.152122, -8.656011 41.151573, -8.658297 41.150781, -8.660529 41.150421, -8.663094 41.150367, -8.665677 41.150817, -8.667189 41.151357, -8.668242 41.151807, -8.670411 41.153139, -8.672256 41.154741, -8.672967 41.15556)","1414813786, 1414813801, 1414813816, 1414813831, 1414813846, 1414813861, 1414813876, 1414813891, 1414813906, 1414813921, 1414813936, 1414813951, 1414813966, 1414813981, 1414813996, 1414814011, 1414814026, 1414814041, 1414814056, 1414814071, 1414814086, 1414814101, 1414814116, 1414814131, 1414814146, 1414814161, 1414814176, 1414814191, 1414814206, 1414814221, 1414814236, 1414814251, 1414814266, 1414814281, 1414814296, 1414814311, 1414814326, 1414814341, 1414814356, 1414814371, 1414814386",T240,C,NA,NA,20000185,A,False
"LINESTRING (-8.610084 41.153589, -8.610156 41.15358, -8.610147 41.153652, -8.610174 41.153688, -8.610237 41.153562, -8.610012 41.152149, -8.610012 41.151996, -8.610417 41.151411, -8.61093 41.15025, -8.611146 41.149143, -8.611299 41.147469, -8.611587 41.146173, -8.610822 41.145975, -8.610804 41.144715, -8.610633 41.144211, -8.61093 41.144085, -8.611137 41.143518, -8.611533 41.143356, -8.61192 41.143419, -8.611911 41.143446, -8.61192 41.143446, -8.61192 41.143446, -8.61192 41.143428, -8.612001 41.143392, -8.612019 41.143401, -8.612001 41.143446, -8.611956 41.1435, -8.611929 41.143473, -8.611929 41.143464, -8.611965 41.143491, -8.611956 41.143491, -8.611938 41.143482, -8.611947 41.1435, -8.611956 41.143491, -8.611956 41.143482, -8.611965 41.143482, -8.611983 41.143491, -8.612001 41.143482)","1414813807, 1414813822, 1414813837, 1414813852, 1414813867, 1414813882, 1414813897, 1414813912, 1414813927, 1414813942, 1414813957, 1414813972, 1414813987, 1414814002, 1414814017, 1414814032, 1414814047, 1414814062, 1414814077, 1414814092, 1414814107, 1414814122, 1414814137, 1414814152, 1414814167, 1414814182, 1414814197, 1414814212, 1414814227, 1414814242, 1414814257, 1414814272, 1414814287, 1414814302, 1414814317, 1414814332, 1414814347, 1414814362",T241,C,NA,NA,20000303,A,False
"LINESTRING (-8.612784 41.148261, -8.612946 41.148765, -8.612937 41.149872, -8.614215 41.150016, -8.614665 41.150601, -8.61417 41.151654, -8.613864 41.152311, -8.613585 41.152977, -8.613387 41.153688, -8.612883 41.153688, -8.6103 41.153571, -8.607915 41.153481, -8.607222 41.153481, -8.605008 41.153445, -8.604702 41.154453, -8.604756 41.154633, -8.604702 41.154768, -8.604603 41.156379, -8.604396 41.158719, -8.604369 41.160015, -8.604396 41.160231, -8.602263 41.159772)","1414814091, 1414814106, 1414814121, 1414814136, 1414814151, 1414814166, 1414814181, 1414814196, 1414814211, 1414814226, 1414814241, 1414814256, 1414814271, 1414814286, 1414814301, 1414814316, 1414814331, 1414814346, 1414814361, 1414814376, 1414814391, 1414814406",T242,C,NA,NA,20000081,A,False
"LINESTRING (-8.602488 41.155641, -8.602479 41.155695, -8.6022 41.156352, -8.601669 41.157567, -8.601147 41.159043, -8.60121 41.159178, -8.601165 41.159178, -8.601138 41.159268, -8.60058 41.160582, -8.600346 41.161176, -8.6004 41.16114, -8.600985 41.161455, -8.603496 41.161743, -8.606043 41.162076, -8.608527 41.162382, -8.61066 41.162616, -8.612982 41.162949, -8.615502 41.163291, -8.616087 41.163345, -8.616123 41.163363, -8.617446 41.163534, -8.620245 41.163885, -8.622495 41.164092, -8.622576 41.16411, -8.622576 41.164137, -8.622549 41.164128, -8.622603 41.164137, -8.622765 41.164191)","1414813993, 1414814008, 1414814023, 1414814038, 1414814053, 1414814068, 1414814083, 1414814098, 1414814113, 1414814128, 1414814143, 1414814158, 1414814173, 1414814188, 1414814203, 1414814218, 1414814233, 1414814248, 1414814263, 1414814278, 1414814293, 1414814308, 1414814323, 1414814338, 1414814353, 1414814368, 1414814383, 1414814398",T243,C,NA,NA,20000424,A,False
"LINESTRING (-8.682408 41.177097, -8.682426 41.177124, -8.681967 41.17716, -8.681364 41.177178, -8.679402 41.177295, -8.676603 41.177502, -8.675631 41.178258, -8.675793 41.179086, -8.673957 41.179266, -8.670591 41.179428, -8.667711 41.180112)","1414814238, 1414814253, 1414814268, 1414814283, 1414814298, 1414814313, 1414814328, 1414814343, 1414814358, 1414814373, 1414814388",T244,C,NA,NA,20000665,A,False
"LINESTRING (-8.602434 41.155659, -8.60247 41.155677, -8.60247 41.155686, -8.602488 41.155605, -8.602848 41.154894, -8.60292 41.154723, -8.60391 41.154705, -8.604693 41.154768, -8.604783 41.153562, -8.606187 41.153535, -8.607582 41.153598, -8.60796 41.153607, -8.609472 41.153643, -8.609679 41.15457, -8.609283 41.156946, -8.609283 41.157279, -8.608896 41.158143, -8.608005 41.160033, -8.606691 41.163264, -8.606448 41.166009, -8.606439 41.168862, -8.605242 41.17059, -8.605035 41.170842, -8.604207 41.172066, -8.606637 41.17284, -8.609643 41.174226, -8.61291 41.174829, -8.61345 41.174253, -8.612901 41.172921, -8.612784 41.171418, -8.612874 41.170815, -8.612883 41.170806, -8.612856 41.170806, -8.612838 41.170662, -8.612874 41.170572, -8.612883 41.170581, -8.612883 41.170581)","1414813844, 1414813859, 1414813874, 1414813889, 1414813904, 1414813919, 1414813934, 1414813949, 1414813964, 1414813979, 1414813994, 1414814009, 1414814024, 1414814039, 1414814054, 1414814069, 1414814084, 1414814099, 1414814114, 1414814129, 1414814144, 1414814159, 1414814174, 1414814189, 1414814204, 1414814219, 1414814234, 1414814249, 1414814264, 1414814279, 1414814294, 1414814309, 1414814324, 1414814339, 1414814354, 1414814369, 1414814384",T245,C,NA,NA,20000026,A,False
"LINESTRING (-8.612694 41.148198, -8.613234 41.148297, -8.614323 41.147964, -8.614737 41.147379, -8.614737 41.147361, -8.614827 41.14728, -8.615961 41.147253, -8.617392 41.147199, -8.618013 41.147982, -8.618904 41.148549, -8.619858 41.148414, -8.620659 41.148864, -8.620866 41.149521, -8.620947 41.149512, -8.620938 41.149512, -8.620929 41.149503, -8.620947 41.149503, -8.620938 41.149521, -8.620929 41.149521, -8.620893 41.149512, -8.62092 41.15052, -8.621847 41.150403, -8.622036 41.150403, -8.622909 41.15007, -8.622783 41.148693, -8.622603 41.147991, -8.622585 41.147973, -8.622621 41.147973, -8.623719 41.148054, -8.625006 41.148549, -8.625042 41.148549, -8.625762 41.150241, -8.626095 41.152572, -8.626635 41.154273, -8.626923 41.154993, -8.628282 41.156748, -8.628525 41.156982, -8.627958 41.157684, -8.628174 41.158404, -8.629965 41.158575, -8.631864 41.158413, -8.634276 41.158746, -8.636553 41.159052, -8.638641 41.159439, -8.640729 41.159889, -8.643204 41.160339, -8.643897 41.160438, -8.646435 41.160897, -8.650107 41.161482, -8.654112 41.162157, -8.655327 41.162301, -8.655309 41.162301, -8.655588 41.162274, -8.657172 41.161491, -8.659287 41.160546, -8.661672 41.159619, -8.663994 41.15871, -8.665173 41.158449, -8.666073 41.159583, -8.667009 41.160933, -8.667459 41.161329, -8.669223 41.161041, -8.671113 41.161671, -8.672994 41.162436, -8.67483 41.162895)","1414813429, 1414813444, 1414813459, 1414813474, 1414813489, 1414813504, 1414813519, 1414813534, 1414813549, 1414813564, 1414813579, 1414813594, 1414813609, 1414813624, 1414813639, 1414813654, 1414813669, 1414813684, 1414813699, 1414813714, 1414813729, 1414813744, 1414813759, 1414813774, 1414813789, 1414813804, 1414813819, 1414813834, 1414813849, 1414813864, 1414813879, 1414813894, 1414813909, 1414813924, 1414813939, 1414813954, 1414813969, 1414813984, 1414813999, 1414814014, 1414814029, 1414814044, 1414814059, 1414814074, 1414814089, 1414814104, 1414814119, 1414814134, 1414814149, 1414814164, 1414814179, 1414814194, 1414814209, 1414814224, 1414814239, 1414814254, 1414814269, 1414814284, 1414814299, 1414814314, 1414814329, 1414814344, 1414814359, 1414814374, 1414814389",T246,C,NA,NA,20000012,A,False
"LINESTRING (-8.628489 41.157522, -8.628264 41.157675, -8.628201 41.158503, -8.629641 41.158836, -8.631117 41.158359, -8.632989 41.15862, -8.635104 41.158899, -8.637102 41.159241, -8.63937 41.159592, -8.641476 41.160069, -8.643447 41.160411, -8.643501 41.160402, -8.64432 41.160555, -8.647146 41.161032, -8.650413 41.161563, -8.653338 41.162049, -8.656326 41.162535, -8.659557 41.163075, -8.662626 41.163597, -8.665875 41.164137, -8.668872 41.164614, -8.671851 41.165127, -8.675091 41.165694, -8.677521 41.166081, -8.678754 41.166297, -8.681589 41.166765, -8.684559 41.16726, -8.687241 41.167719, -8.68788 41.168727, -8.686944 41.17032, -8.687502 41.17158)","1414813943, 1414813958, 1414813973, 1414813988, 1414814003, 1414814018, 1414814033, 1414814048, 1414814063, 1414814078, 1414814093, 1414814108, 1414814123, 1414814138, 1414814153, 1414814168, 1414814183, 1414814198, 1414814213, 1414814228, 1414814243, 1414814258, 1414814273, 1414814288, 1414814303, 1414814318, 1414814333, 1414814348, 1414814363, 1414814378, 1414814393",T247,B,NA,13,20000603,A,False
"LINESTRING (-8.616429 41.147208, -8.617527 41.147235, -8.617563 41.147253, -8.617914 41.147487, -8.618508 41.14854, -8.619741 41.147964, -8.62128 41.147406, -8.623827 41.148126, -8.625609 41.149368, -8.625942 41.151897, -8.625951 41.15205, -8.626194 41.152608, -8.628318 41.152491, -8.631297 41.152662, -8.634195 41.152518, -8.637111 41.152716, -8.639784 41.153355, -8.642934 41.154237, -8.64567 41.15439)","1414814115, 1414814130, 1414814145, 1414814160, 1414814175, 1414814190, 1414814205, 1414814220, 1414814235, 1414814250, 1414814265, 1414814280, 1414814295, 1414814310, 1414814325, 1414814340, 1414814355, 1414814370, 1414814385",T248,C,NA,NA,20000525,A,False
"LINESTRING (-8.616411 41.147109, -8.616411 41.147127, -8.617041 41.147217, -8.617896 41.14728, -8.61831 41.148486, -8.619552 41.148288, -8.620119 41.147631, -8.621937 41.147595, -8.624637 41.148414, -8.625744 41.149944, -8.625996 41.152005, -8.626437 41.152644, -8.628489 41.152482, -8.630172 41.152536, -8.632197 41.152653)","1414814185, 1414814200, 1414814215, 1414814230, 1414814245, 1414814260, 1414814275, 1414814290, 1414814305, 1414814320, 1414814335, 1414814350, 1414814365, 1414814380, 1414814395",T249,C,NA,NA,20000108,A,False
"LINESTRING (-8.604828 41.161185, -8.604864 41.161113, -8.604657 41.160465, -8.604576 41.160411, -8.604099 41.160285, -8.601615 41.159601, -8.598789 41.158872, -8.596755 41.159529, -8.594136 41.160321, -8.59248 41.160843, -8.591913 41.161014, -8.590779 41.162481, -8.589753 41.163696, -8.589708 41.163723, -8.589186 41.163831, -8.5869 41.16312, -8.585541 41.162967, -8.585829 41.163696, -8.584956 41.164857, -8.583399 41.164947, -8.581734 41.165478, -8.580753 41.165901, -8.579619 41.165793)","1414814069, 1414814084, 1414814099, 1414814114, 1414814129, 1414814144, 1414814159, 1414814174, 1414814189, 1414814204, 1414814219, 1414814234, 1414814249, 1414814264, 1414814279, 1414814294, 1414814309, 1414814324, 1414814339, 1414814354, 1414814369, 1414814384, 1414814399",T250,B,NA,58,20000492,A,False
"LINESTRING (-8.599887 41.175432, -8.600067 41.175432, -8.600094 41.175279, -8.60049 41.174172, -8.603145 41.173731, -8.605647 41.173722)","1414814321, 1414814336, 1414814351, 1414814366, 1414814381, 1414814396",T251,A,73870,NA,20000664,A,False
"LINESTRING (-8.615232 41.146398, -8.615223 41.146866, -8.61516 41.147037, -8.615592 41.147235, -8.615862 41.14728, -8.616348 41.147163, -8.617716 41.14719, -8.61813 41.148261, -8.619309 41.148486, -8.620281 41.147532, -8.622099 41.14764, -8.624538 41.148378, -8.625699 41.149566, -8.625879 41.151312, -8.62596 41.152023, -8.62605 41.15223, -8.626491 41.152599, -8.628489 41.152509, -8.630775 41.152635, -8.633142 41.152653, -8.636085 41.1525, -8.638578 41.153094, -8.638047 41.154606, -8.636859 41.156937, -8.635932 41.158818, -8.636004 41.159043, -8.637885 41.15934, -8.639928 41.159673)","1414813991, 1414814006, 1414814021, 1414814036, 1414814051, 1414814066, 1414814081, 1414814096, 1414814111, 1414814126, 1414814141, 1414814156, 1414814171, 1414814186, 1414814201, 1414814216, 1414814231, 1414814246, 1414814261, 1414814276, 1414814291, 1414814306, 1414814321, 1414814336, 1414814351, 1414814366, 1414814381, 1414814396",T252,C,NA,NA,20000503,A,False
"LINESTRING (-8.648847 41.174451, -8.64855 41.174217, -8.64738 41.173245, -8.645913 41.172003, -8.644185 41.170644, -8.644122 41.169348, -8.64603 41.168259, -8.646147 41.167692, -8.647299 41.166828, -8.647416 41.166135, -8.64738 41.166117, -8.647371 41.166108, -8.647371 41.166099, -8.647389 41.166072, -8.64657 41.16573, -8.644905 41.165469, -8.642871 41.1651, -8.640594 41.164704, -8.637966 41.164515, -8.635266 41.163903, -8.633052 41.162787, -8.632017 41.162175, -8.630433 41.162931, -8.628381 41.163534, -8.627724 41.163534, -8.62686 41.163489, -8.624772 41.163363, -8.622459 41.162958, -8.621163 41.162751, -8.620065 41.162688, -8.618157 41.162499, -8.616744 41.162409, -8.616726 41.162391, -8.616267 41.16231, -8.61444 41.162148, -8.61183 41.16177, -8.608932 41.161338, -8.606079 41.160789, -8.605386 41.160195, -8.605962 41.159106, -8.604666 41.158746, -8.604576 41.157621, -8.604765 41.155956, -8.604684 41.155011, -8.604756 41.155002, -8.604765 41.154993, -8.60481 41.154993, -8.604774 41.154993, -8.604801 41.154975, -8.604828 41.154939, -8.604747 41.154903, -8.604567 41.154066, -8.604963 41.153454, -8.605413 41.153508, -8.60715 41.15358, -8.608896 41.153598, -8.609886 41.153823, -8.609211 41.154894, -8.609211 41.156397, -8.608761 41.158233, -8.607969 41.159907, -8.607726 41.16042, -8.606475 41.163543, -8.606349 41.165469, -8.60643 41.167242, -8.606385 41.168943, -8.605035 41.170464, -8.603046 41.171364, -8.599959 41.171184, -8.596197 41.171769, -8.593056 41.170635, -8.590122 41.168772, -8.586936 41.166972, -8.583678 41.166234, -8.582184 41.164245, -8.581194 41.163291, -8.579637 41.164083, -8.577648 41.165424, -8.576424 41.166936, -8.574408 41.168088, -8.572563 41.169024, -8.570043 41.168682, -8.570052 41.169834, -8.568423 41.170734, -8.566992 41.172102)","1414813121, 1414813136, 1414813151, 1414813166, 1414813181, 1414813196, 1414813211, 1414813226, 1414813241, 1414813256, 1414813271, 1414813286, 1414813301, 1414813316, 1414813331, 1414813346, 1414813361, 1414813376, 1414813391, 1414813406, 1414813421, 1414813436, 1414813451, 1414813466, 1414813481, 1414813496, 1414813511, 1414813526, 1414813541, 1414813556, 1414813571, 1414813586, 1414813601, 1414813616, 1414813631, 1414813646, 1414813661, 1414813676, 1414813691, 1414813706, 1414813721, 1414813736, 1414813751, 1414813766, 1414813781, 1414813796, 1414813811, 1414813826, 1414813841, 1414813856, 1414813871, 1414813886, 1414813901, 1414813916, 1414813931, 1414813946, 1414813961, 1414813976, 1414813991, 1414814006, 1414814021, 1414814036, 1414814051, 1414814066, 1414814081, 1414814096, 1414814111, 1414814126, 1414814141, 1414814156, 1414814171, 1414814186, 1414814201, 1414814216, 1414814231, 1414814246, 1414814261, 1414814276, 1414814291, 1414814306, 1414814321, 1414814336, 1414814351, 1414814366, 1414814381",T253,C,NA,NA,20000256,A,False
"LINESTRING (-8.610831 41.145687, -8.610489 41.14611, -8.608986 41.146839, -8.608716 41.147316, -8.608707 41.147433)","1414814328, 1414814343, 1414814358, 1414814373, 1414814388",T254,B,NA,57,20000285,A,False
"LINESTRING (-8.616114 41.147118, -8.616294 41.147154, -8.617473 41.147172, -8.617743 41.146848, -8.617725 41.146677, -8.617473 41.145408, -8.616492 41.145012, -8.614521 41.145858, -8.613612 41.145939, -8.612766 41.145921, -8.612397 41.145939, -8.612397 41.145939, -8.612136 41.145903, -8.611704 41.144787, -8.613198 41.143401, -8.614584 41.142807, -8.615097 41.141772, -8.615097 41.140827, -8.614395 41.141295, -8.613126 41.141853, -8.609418 41.139945, -8.609292 41.139054, -8.610732 41.138451, -8.612334 41.137938, -8.614332 41.137479, -8.617212 41.136912, -8.619408 41.137083, -8.620272 41.137461, -8.621784 41.138307, -8.623224 41.138676, -8.623521 41.138064)","1414813172, 1414813187, 1414813202, 1414813217, 1414813232, 1414813247, 1414813262, 1414813277, 1414813292, 1414813307, 1414813322, 1414813337, 1414813352, 1414813367, 1414813382, 1414813397, 1414813412, 1414813427, 1414813442, 1414813457, 1414813472, 1414813487, 1414813502, 1414813517, 1414813532, 1414813547, 1414813562, 1414813577, 1414813592, 1414813607, 1414813622",T255,C,NA,NA,20000245,A,False
"LINESTRING (-8.610012 41.154408, -8.609976 41.152302, -8.610876 41.150853, -8.611344 41.149548, -8.610678 41.149233, -8.610669 41.149233, -8.610588 41.149224, -8.609148 41.149152, -8.607852 41.148819, -8.605872 41.148225, -8.604288 41.147712, -8.604009 41.147523, -8.604018 41.146497, -8.605044 41.145732, -8.606511 41.144886, -8.606664 41.144904, -8.606781 41.14485, -8.607474 41.145426, -8.607555 41.145444, -8.607564 41.145435, -8.607564 41.145444, -8.607573 41.145435, -8.607573 41.145435, -8.607555 41.145435, -8.607546 41.145435, -8.60751 41.145417, -8.607114 41.145894, -8.606763 41.14692, -8.606799 41.14692, -8.607546 41.147127)","1414813960, 1414813975, 1414813990, 1414814005, 1414814020, 1414814035, 1414814050, 1414814065, 1414814080, 1414814095, 1414814110, 1414814125, 1414814140, 1414814155, 1414814170, 1414814185, 1414814200, 1414814215, 1414814230, 1414814245, 1414814260, 1414814275, 1414814290, 1414814305, 1414814320, 1414814335, 1414814350, 1414814365, 1414814380, 1414814395",T256,C,NA,NA,20000434,A,False
"LINESTRING (-8.61282 41.145957, -8.612748 41.145948, -8.612739 41.145948, -8.612523 41.145957, -8.612433 41.145975, -8.612388 41.146002, -8.612406 41.145993, -8.612199 41.145993, -8.611236 41.146362, -8.611065 41.147478, -8.611011 41.147559, -8.611083 41.147541, -8.611065 41.148054, -8.610498 41.149422, -8.609931 41.150871, -8.609472 41.151654, -8.609679 41.151717, -8.610273 41.15151, -8.610786 41.150484, -8.610822 41.150448, -8.611182 41.149575, -8.611182 41.148315, -8.611209 41.147838, -8.611785 41.147811, -8.621586 41.147523, -8.623494 41.148009, -8.625042 41.148558, -8.625627 41.149746, -8.625888 41.151555, -8.626131 41.152536, -8.627346 41.152437)","1414813904, 1414813919, 1414813934, 1414813949, 1414813964, 1414813979, 1414813994, 1414814009, 1414814024, 1414814039, 1414814054, 1414814069, 1414814084, 1414814099, 1414814114, 1414814129, 1414814144, 1414814159, 1414814174, 1414814189, 1414814204, 1414814219, 1414814234, 1414814249, 1414814264, 1414814279, 1414814294, 1414814309, 1414814324, 1414814339, 1414814354",T257,B,NA,23,20000406,A,False
